transaction_id,timestamp,product_id,product_name,category,sku,amount,currency,payment_method,is_high_risk_item,card_bin,card_last4,issuer_country,is_3ds_passed,attempt_count,payment_gateway,customer_id,email,email_domain,email_first_seen,phone,phone_verified,previous_orders,previous_chargebacks,ip,ip_country,ip_region,proxy,vpn,tor,device_id,device_os,browser,is_emulator,delivery_type,delivery_address,address_verified,billing_address,addresses_match,shipping_region,delivery_person,delivery_signature_required,last_mile_provider,session_length_sec,pages_viewed,time_on_checkout_sec,added_card_count,cart_abandon_rate,velocity_same_card_1h,velocity_same_ip_24h,is_fraud,fraud_type,chargeback_code,chargeback_date
TXN-375423115,2025-10-10T06:51:19.277545Z,HEADSET-01,PlayStation 5 Headset,accessories,PS5-HS,7917,RUB,card,0,427650,8377,RU,True,1,TinkoffPay,USER-268050,андрей.gamer1998@mail.ru,mail.ru,2024-06-06,+79385030272,True,6,0,244.6.199.80,RU,Казань,False,False,False,device_fpr_78608066,macOS,Opera 112,False,pickup,"Казань, пр. Мира, д. 138, кв. 101",True,"Казань, пр. Мира, д. 138, кв. 101",True,Казань,Павел Орлов,True,СДЭК,1682,12,120,2,0.11,0,5,0,,,
TXN-425138504,2025-08-16T10:51:19.243237Z,CHARGING-01,Charging Stand for DualSense,accessories,CHARGE-DUAL,2583,RUB,card,0,556048,9252,RU,True,1,Sberbank,USER-367439,сергей.gamer2002@mail.ru,mail.ru,2024-02-02,+79605745920,True,5,0,54.13.35.210,RU,Краснодар,False,False,False,device_fpr_56329192,Android,Firefox 117,False,pickup,"Краснодар, ул. Первомайная, д. 67, кв. 10",True,"Краснодар, ул. Первомайная, д. 67, кв. 10",True,Краснодар,Константин Козлов,True,Яндекс.Доставка,108,10,140,1,0.01,2,2,0,,,
TXN-157472088,2025-08-14T03:51:19.338837Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,62492,RUB,card,1,429649,7732,RU,True,1,Raiffeisenbank,USER-892332,юрий.gamer1994@mail.ru,mail.ru,2025-01-21,+79779315462,True,6,0,116.112.79.235,RU,Воронеж,False,False,False,device_fpr_76139422,macOS,Edge 118,False,pickup,"Воронеж, ул. Красная, д. 155, кв. 60",True,"Воронеж, ул. Красная, д. 155, кв. 60",True,Воронеж,Николай Козлов,True,Почта России,604,8,156,1,0.02,1,0,0,,,
TXN-133529501,2025-10-20T03:51:19.314744Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,3928,RUB,card,0,524130,7659,RU,True,1,Raiffeisenbank,USER-262187,иван.gamer2006@mail.ru,mail.ru,2024-03-15,+79986005404,True,0,0,10.145.46.66,RU,Екатеринбург,False,False,False,device_fpr_41462677,Windows,Edge 108,False,courier,"Екатеринбург, ул. Октябрьская, д. 149, кв. 95",True,"Екатеринбург, ул. Октябрьская, д. 149, кв. 95",True,Екатеринбург,Виктор Иванов,True,СДЭК,1018,14,277,2,0.22,0,2,0,,,
TXN-343794766,2025-07-09T06:51:19.136297Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,62021,RUB,card,1,429649,7469,RU,False,1,Yandex.Kassa,USER-289139,юрий.gamer1990@mail.ru,mail.ru,2024-05-08,+79117681134,True,13,0,64.37.36.126,RU,Казань,False,False,False,device_fpr_63215075,macOS,Edge 112,False,pickup,"Казань, ул. Прямая, д. 3, кв. 134",True,"Казань, ул. Прямая, д. 3, кв. 134",True,Казань,Иван Петров,True,СДЭК,749,11,39,1,0.02,1,4,0,,,
TXN-336429184,2025-07-14T08:51:19.346274Z,PS-GAME-02,Final Fantasy XVI,games,FF16,4983,RUB,card,0,556048,4462,RU,True,2,TinkoffPay,USER-414856,петр.gamer2006@mail.ru,mail.ru,2022-12-22,+79402710525,True,1,0,196.241.91.225,RU,Москва,False,False,False,device_fpr_21244866,iOS,Edge 107,False,courier,"Москва, ул. Центральная, д. 5, кв. 116",True,"Москва, ул. Центральная, д. 5, кв. 116",True,Москва,Петр Иванов,True,Почта России,1040,9,147,1,0.09,1,0,0,,,
TXN-474131545,2025-05-26T01:51:19.215588Z,DUALSE-01,DualSense Wireless Controller,accessories,DUALSE-WH,8881,RUB,card,1,546955,7481,RU,True,1,Sberbank,USER-635337,владимир.gamer2008@mail.ru,mail.ru,2025-01-22,+79326028427,True,2,0,107.48.54.154,RU,Уфа,False,False,False,device_fpr_93774818,Android,Edge 107,False,pickup,"Уфа, ул. Советская, д. 52, кв. 100",True,"Уфа, ул. Советская, д. 52, кв. 100",True,Уфа,Сергей Соколов,True,Боксберри,1713,10,75,2,0.16,0,5,0,,,
TXN-377828065,2025-09-17T19:51:19.180888Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3996,RUB,card,0,554395,2447,RU,True,1,TinkoffPay,USER-950478,павел.gamer2004@mail.ru,mail.ru,2024-01-02,+79254273523,True,7,0,21.50.37.20,RU,Воронеж,False,False,False,device_fpr_42436728,Linux,Opera 118,False,courier,"Воронеж, ул. Пушкина, д. 132, кв. 55",True,"Воронеж, ул. Пушкина, д. 132, кв. 55",True,Воронеж,Петр Орлов,True,DPD,1538,15,57,2,0.12,0,2,0,,,
TXN-608289343,2025-10-21T03:51:19.283454Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,516,RUB,card,0,427650,8865,RU,True,1,Sberbank,USER-890078,петр.gamer2001@mail.ru,mail.ru,2024-12-10,+79642354832,True,18,0,185.241.219.71,RU,Омск,False,False,False,device_fpr_27800021,Linux,Chrome 120,False,courier,"Омск, ул. Комсомольская, д. 140, кв. 71",True,"Омск, ул. Комсомольская, д. 140, кв. 71",True,Омск,Дмитрий Соколов,True,Боксберри,105,18,108,2,0.26,1,7,0,,,
TXN-807191493,2025-06-19T20:51:19.123010Z,DUALSE-01,DualSense Wireless Controller,accessories,DUALSE-WH,8477,RUB,card,1,429649,1663,RU,False,1,Sberbank,USER-693128,сергей.gamer2009@mail.ru,mail.ru,2022-09-11,+79611039353,False,6,0,130.130.112.101,RU,Краснодар,False,False,False,device_fpr_25421040,Linux,Chrome 116,False,courier,"Краснодар, ул. Прямая, д. 187, кв. 113",True,"Краснодар, ул. Прямая, д. 187, кв. 113",True,Краснодар,Константин Смирнов,True,Боксберри,61,5,249,2,0.01,0,0,0,,,
TXN-796697909,2025-11-01T02:51:19.354881Z,HEADSET-01,PlayStation 5 Headset,accessories,PS5-HS,7809,RUB,card,0,556048,7649,RU,False,1,TinkoffPay,USER-987996,владимир.gamer2001@mail.ru,mail.ru,2025-02-25,+79163868045,True,7,0,184.16.196.12,RU,Новосибирск,False,False,False,device_fpr_60171045,Linux,Edge 117,False,courier,"Новосибирск, ул. Центральная, д. 26, кв. 37",True,"Новосибирск, ул. Центральная, д. 26, кв. 37",True,Новосибирск,Андрей Козлов,True,Почта России,1665,12,199,1,0.11,2,3,0,,,
TXN-118026678,2025-07-10T17:51:19.382338Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3792,RUB,card,0,524130,6452,RU,True,1,Sberbank,USER-632114,иван.gamer2007@mail.ru,mail.ru,2024-10-10,+79018398450,True,19,0,23.53.142.134,RU,Екатеринбург,False,False,False,device_fpr_22624519,Android,Opera 117,False,courier,"Екатеринбург, ул. Первомайная, д. 177, кв. 115",True,"Екатеринбург, ул. Первомайная, д. 177, кв. 115",True,Екатеринбург,Петр Морозов,True,Почта России,1582,19,178,1,0.11,2,4,0,,,
TXN-443416642,2025-06-10T15:51:19.358139Z,DUALSE-01,DualSense Wireless Controller,accessories,DUALSE-WH,8654,RUB,card,1,554395,2307,RU,False,1,Sberbank,USER-833898,юрий.gamer1995@mail.ru,mail.ru,2024-10-08,+79485157018,True,7,0,176.228.148.33,RU,Омск,False,False,False,device_fpr_67868983,Windows,Safari 120,False,courier,"Омск, ул. Лермонтова, д. 40, кв. 18",True,"Омск, ул. Лермонтова, д. 40, кв. 18",True,Омск,Николай Волков,True,Почта России,1258,7,298,1,0.11,0,4,0,,,
TXN-521690370,2025-11-20T03:51:19.278028Z,HEADSET-01,PlayStation 5 Headset,accessories,PS5-HS,7703,RUB,card,0,538012,5908,RU,True,1,Yandex.Kassa,USER-639105,павел.gamer2006@mail.ru,mail.ru,2025-01-26,+79292069626,True,15,0,58.19.161.133,RU,Краснодар,False,False,False,device_fpr_54616401,Android,Safari 106,False,courier,"Краснодар, ул. Горького, д. 171, кв. 57",True,"Краснодар, ул. Горького, д. 171, кв. 57",True,Краснодар,Юрий Соколов,True,DPD,756,14,83,1,0.08,1,4,0,,,
TXN-948129311,2025-05-27T01:51:19.175196Z,PSVR2-01,PlayStation VR2,vr_headsets,PSVR2-1000,71335,RUB,card,1,554395,6341,RU,False,1,Yandex.Kassa,USER-406094,николай.gamer2007@mail.ru,mail.ru,2025-05-26,+79128880317,True,7,0,238.134.150.236,RU,Воронеж,False,False,False,device_fpr_42469247,macOS,Edge 110,False,courier,"Воронеж, пр. Мира, д. 89, кв. 22",True,"Воронеж, пр. Мира, д. 89, кв. 22",True,Воронеж,Владимир Козлов,True,Боксберри,919,16,298,2,0.03,0,6,0,,,
TXN-358236758,2025-10-13T00:51:19.272236Z,DUALSE-01,DualSense Wireless Controller,accessories,DUALSE-WH,8798,RUB,card,1,524130,7227,RU,True,1,Yandex.Kassa,USER-995318,андрей.gamer1991@mail.ru,mail.ru,2022-04-14,+79371519676,True,9,0,86.132.191.178,RU,Ростов-на-Дону,False,False,False,device_fpr_50471382,iOS,Opera 114,False,pickup,"Ростов-на-Дону, ул. Пушкина, д. 123, кв. 107",True,"Ростов-на-Дону, ул. Пушкина, д. 123, кв. 107",True,Ростов-на-Дону,Андрей Федоров,True,Почта России,309,8,118,1,0.24,0,6,0,,,
TXN-151039740,2025-10-26T00:51:19.201116Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,496,RUB,card,0,554395,2015,RU,False,1,Yandex.Kassa,USER-768629,юрий.gamer2006@mail.ru,mail.ru,2024-09-10,+79881513953,True,4,0,218.19.133.198,RU,Омск,False,False,False,device_fpr_10685503,Linux,Edge 117,False,courier,"Омск, ул. Горького, д. 146, кв. 132",True,"Омск, ул. Горького, д. 146, кв. 132",True,Омск,Иван Сидоров,True,DPD,844,12,43,2,0.02,2,6,0,,,
TXN-614333103,2025-09-12T16:51:19.392681Z,PS5-STD-01,PlayStation 5 Standard,game_consoles,PS5STD-825SSD,49990,RUB,card,1,451661,7022,US,False,11,TinkoffPay,USER-868180,new.user82968@mail.ru,mail.ru,2025-11-20,+79949469292,True,2,0,226.236.12.83,CN,Другое,False,True,False,device_fpr_16703369,Windows,Edge 115,True,courier,"Новосибирск, ул. Пушкина, д. 19, кв. 104",True,"Казань, ул. Горького, д. 95",False,Новосибирск,Сергей Волков,True,PickPoint,55,4,17,7,0.8,0,8,1,bot_carding,,
TXN-753798229,2025-06-13T10:51:19.181180Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,523,RUB,card,0,556048,5005,RU,True,1,Raiffeisenbank,USER-257584,петр.gamer2001@mail.ru,mail.ru,2025-02-02,+79895854042,True,9,0,193.184.92.109,RU,Екатеринбург,False,False,False,device_fpr_67084656,Windows,Chrome 102,False,pickup,"Екатеринбург, ул. Комсомольская, д. 168, кв. 142",True,"Екатеринбург, ул. Комсомольская, д. 168, кв. 142",True,Екатеринбург,Петр Петров,True,Боксберри,1374,19,266,2,0.06,0,4,0,,,
TXN-668535038,2025-09-19T08:51:19.183835Z,PSVR2-01,PlayStation VR2,vr_headsets,PSVR2-1000,75733,RUB,card,1,556048,2708,RU,True,1,TinkoffPay,USER-144789,иван.gamer2000@mail.ru,mail.ru,2024-07-03,+79046333968,True,8,0,46.249.11.70,RU,Пермь,False,False,False,device_fpr_59873778,iOS,Edge 118,False,courier,"Пермь, ул. Комсомольская, д. 154, кв. 48",True,"Пермь, ул. Комсомольская, д. 154, кв. 48",True,Пермь,Константин Волков,True,СДЭК,679,15,99,1,0.09,1,2,0,,,
TXN-875055325,2025-09-19T05:51:19.167053Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,59869,RUB,card,1,429649,9357,RU,True,1,Raiffeisenbank,USER-164288,юрий.gamer1995@mail.ru,mail.ru,2021-11-03,+79077996746,True,8,0,145.75.120.46,RU,Челябинск,False,False,False,device_fpr_85142815,Windows,Opera 114,False,pickup,"Челябинск, ул. Ленина, д. 80, кв. 54",True,"Челябинск, ул. Ленина, д. 80, кв. 54",True,Челябинск,Виктор Волков,True,СДЭК,1169,15,177,1,0.17,1,3,0,,,
TXN-453930961,2025-09-03T07:51:19.211521Z,DUALSE-01,DualSense Wireless Controller,accessories,DUALSE-WH,8477,RUB,card,1,538012,3220,RU,False,1,Yandex.Kassa,USER-110785,юрий.gamer1993@mail.ru,mail.ru,2024-05-22,+79238587973,True,16,0,174.151.74.26,RU,Ростов-на-Дону,False,False,False,device_fpr_15088539,iOS,Safari 102,False,pickup,"Ростов-на-Дону, ул. Комсомольская, д. 75, кв. 78",True,"Ростов-на-Дону, ул. Комсомольская, д. 75, кв. 78",True,Ростов-на-Дону,Виктор Морозов,True,СДЭК,1006,13,205,1,0.2,2,5,0,,,
TXN-483563218,2025-08-16T15:51:19.206722Z,PSVR2-01,PlayStation VR2,vr_headsets,PSVR2-1000,72485,RUB,card,1,556048,4618,RU,True,3,Sberbank,USER-440687,константин.gamer2003@mail.ru,mail.ru,2021-11-14,+79927705836,True,18,0,102.105.250.47,RU,Пермь,False,False,False,device_fpr_29470911,macOS,Firefox 119,False,pickup,"Пермь, ул. Прямая, д. 166, кв. 64",True,"Пермь, ул. Прямая, д. 166, кв. 64",True,Пермь,Константин Федоров,True,Боксберри,1170,12,36,2,0.04,0,0,0,,,
TXN-499197805,2025-09-13T21:51:19.227977Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,4073,RUB,card,0,554395,1767,RU,False,1,TinkoffPay,USER-795457,константин.gamer1994@mail.ru,mail.ru,2025-01-09,+79701885621,True,12,0,3.25.56.126,RU,Нижний Новгород,False,False,False,device_fpr_75207703,macOS,Safari 120,False,courier,"Нижний Новгород, ул. Комсомольская, д. 198, кв. 43",True,"Нижний Новгород, ул. Комсомольская, д. 198, кв. 43",True,Нижний Новгород,Алексей Соколов,True,СДЭК,247,13,233,1,0.21,2,6,0,,,
TXN-818561541,2025-10-15T13:51:19.332788Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,4080,RUB,card,0,427650,7394,RU,False,1,Sberbank,USER-288338,владимир.gamer2004@mail.ru,mail.ru,2022-10-28,+79585929009,True,12,0,236.129.217.15,RU,Пермь,False,False,False,device_fpr_79115320,iOS,Firefox 109,False,courier,"Пермь, пр. Мира, д. 150, кв. 89",True,"Пермь, пр. Мира, д. 150, кв. 89",True,Пермь,Константин Иванов,True,PickPoint,1034,16,165,1,0.13,1,0,0,,,
TXN-999134241,2025-08-04T04:51:19.239754Z,HEADSET-01,PlayStation 5 Headset,accessories,PS5-HS,8228,RUB,card,0,524130,6684,RU,True,1,Sberbank,USER-641228,петр.gamer1993@mail.ru,mail.ru,2023-05-01,+79217636393,True,8,0,134.210.47.126,RU,Москва,False,False,False,device_fpr_61473414,Windows,Firefox 115,False,pickup,"Москва, ул. Лермонтова, д. 197, кв. 16",True,"Москва, ул. Лермонтова, д. 197, кв. 16",True,Москва,Андрей Петров,True,Яндекс.Доставка,956,6,66,1,0.25,0,4,0,,,
TXN-221958208,2025-10-07T05:51:19.308613Z,PS-GAME-02,Final Fantasy XVI,games,FF16,4879,RUB,card,0,538012,6095,RU,True,1,TinkoffPay,USER-167173,виктор.gamer2004@mail.ru,mail.ru,2024-01-28,+79479622654,True,19,0,15.98.133.222,RU,Нижний Новгород,False,False,False,device_fpr_89280760,Android,Chrome 107,False,pickup,"Нижний Новгород, ул. Комсомольская, д. 128, кв. 112",True,"Нижний Новгород, ул. Комсомольская, д. 128, кв. 112",True,Нижний Новгород,Андрей Петров,True,Почта России,426,19,209,1,0.24,1,3,0,,,
TXN-467064865,2025-08-12T15:51:19.346767Z,PS5-STD-01,PlayStation 5 Standard,game_consoles,PS5STD-825SSD,50488,RUB,card,1,524130,8749,RU,True,1,Yandex.Kassa,USER-488831,павел.gamer1990@mail.ru,mail.ru,2022-03-18,+79082815689,True,15,0,215.5.215.121,RU,Новосибирск,False,False,False,device_fpr_99786519,macOS,Safari 120,False,courier,"Новосибирск, ул. Октябрьская, д. 95, кв. 111",True,"Новосибирск, ул. Октябрьская, д. 95, кв. 111",True,Новосибирск,Андрей Козлов,True,Яндекс.Доставка,420,19,251,2,0.04,2,6,0,,,
TXN-168377046,2025-07-17T05:51:19.230681Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,4048,RUB,card,0,429649,8135,RU,True,1,TinkoffPay,USER-279006,дмитрий.gamer1994@mail.ru,mail.ru,2025-03-22,+79797147401,True,16,0,146.6.3.90,RU,Краснодар,False,False,False,device_fpr_66947140,macOS,Chrome 115,False,pickup,"Краснодар, ул. Пушкина, д. 29, кв. 14",True,"Краснодар, ул. Пушкина, д. 29, кв. 14",True,Краснодар,Алексей Козлов,True,Почта России,1162,4,182,1,0.28,0,2,0,,,
TXN-478622731,2025-10-13T09:51:19.196375Z,PSVR2-01,PlayStation VR2,vr_headsets,PSVR2-1000,76382,RUB,card,1,429649,3690,RU,True,2,Sberbank,USER-202412,петр.gamer2002@mail.ru,mail.ru,2023-08-09,+79489386369,False,10,0,200.107.167.43,RU,Ростов-на-Дону,False,False,False,device_fpr_99074837,iOS,Chrome 119,False,pickup,"Ростов-на-Дону, пр. Мира, д. 8, кв. 29",True,"Ростов-на-Дону, пр. Мира, д. 8, кв. 29",True,Ростов-на-Дону,Андрей Соловьев,True,Яндекс.Доставка,355,13,238,2,0.18,2,7,0,,,
TXN-340739228,2025-06-28T01:51:19.196873Z,PSVR2-01,PlayStation VR2,vr_headsets,PSVR2-1000,74132,RUB,card,1,429649,7065,RU,True,1,Raiffeisenbank,USER-518554,иван.gamer2009@mail.ru,mail.ru,2025-09-02,+79873587551,True,4,0,84.130.36.126,RU,Ростов-на-Дону,False,False,False,device_fpr_51969656,Linux,Opera 107,False,pickup,"Ростов-на-Дону, ул. Первомайная, д. 72, кв. 40",True,"Ростов-на-Дону, ул. Первомайная, д. 72, кв. 40",True,Ростов-на-Дону,Юрий Иванов,True,СДЭК,295,11,139,2,0.09,1,7,0,,,
TXN-158477266,2025-06-02T19:51:19.270352Z,PS-GAME-02,Final Fantasy XVI,games,FF16,4918,RUB,card,0,429649,5710,RU,False,1,Sberbank,USER-306935,иван.gamer2009@mail.ru,mail.ru,2023-01-12,+79137213415,True,15,0,45.198.79.71,RU,Воронеж,False,False,False,device_fpr_18567962,Linux,Opera 113,False,pickup,"Воронеж, ул. Комсомольская, д. 78, кв. 33",True,"Воронеж, ул. Комсомольская, д. 78, кв. 33",True,Воронеж,Иван Федоров,True,Почта России,1628,15,36,2,0.14,2,4,0,,,
TXN-772221298,2025-09-16T11:51:19.163500Z,PS-GAME-02,Final Fantasy XVI,games,FF16,5080,RUB,card,0,524130,7183,RU,True,1,TinkoffPay,USER-186231,петр.gamer2008@mail.ru,mail.ru,2024-11-20,+79395684346,True,8,0,13.106.44.89,RU,Краснодар,False,False,False,device_fpr_61900771,iOS,Firefox 105,False,pickup,"Краснодар, ул. Советская, д. 188, кв. 7",True,"Краснодар, ул. Советская, д. 188, кв. 7",True,Краснодар,Иван Федоров,True,DPD,192,14,74,2,0.14,2,6,0,,,
TXN-176298453,2025-08-30T02:51:19.223618Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,4047,RUB,card,0,524130,4932,RU,True,1,Yandex.Kassa,USER-859072,николай.gamer2007@mail.ru,mail.ru,2022-05-08,+79047102493,True,9,0,79.169.122.176,RU,Челябинск,False,False,False,device_fpr_69105361,iOS,Edge 100,False,courier,"Челябинск, ул. Молодежная, д. 16, кв. 54",True,"Челябинск, ул. Молодежная, д. 16, кв. 54",True,Челябинск,Иван Волков,True,СДЭК,1441,6,127,2,0.16,0,0,0,,,
TXN-937369207,2025-08-02T06:51:19.315014Z,PS-GAME-02,Final Fantasy XVI,games,FF16,4857,RUB,card,0,554395,4490,RU,True,1,Yandex.Kassa,USER-422726,константин.gamer2001@mail.ru,mail.ru,2025-02-04,+79634321453,True,10,0,202.121.252.117,RU,Уфа,False,False,False,device_fpr_71152351,Android,Edge 109,False,pickup,"Уфа, ул. Первомайная, д. 67, кв. 120",True,"Уфа, ул. Первомайная, д. 67, кв. 120",True,Уфа,Дмитрий Смирнов,True,Почта России,1301,18,248,2,0.13,0,7,0,,,
TXN-740853352,2025-06-07T12:51:19.128584Z,PSVR2-01,PlayStation VR2,vr_headsets,PSVR2-1000,76347,RUB,card,1,427650,1504,RU,True,1,TinkoffPay,USER-920023,николай.gamer1990@mail.ru,mail.ru,2023-04-02,+79056703737,True,12,0,61.46.148.80,RU,Волгоград,False,False,False,device_fpr_88998740,Android,Chrome 110,False,courier,"Волгоград, ул. Пушкина, д. 164, кв. 147",True,"Волгоград, ул. Пушкина, д. 164, кв. 147",True,Волгоград,Владимир Иванов,True,СДЭК,1615,12,76,1,0.07,2,6,0,,,
TXN-413107697,2025-10-05T05:51:19.274556Z,PS5-STD-01,PlayStation 5 Standard,game_consoles,PS5STD-825SSD,52183,RUB,card,1,556048,3249,RU,True,2,TinkoffPay,USER-542900,иван.gamer1995@mail.ru,mail.ru,2023-05-07,+79942508797,True,1,0,66.230.112.170,RU,Нижний Новгород,False,False,False,device_fpr_50069281,Android,Chrome 109,False,pickup,"Нижний Новгород, ул. Лермонтова, д. 20, кв. 97",True,"Нижний Новгород, ул. Лермонтова, д. 20, кв. 97",True,Нижний Новгород,Павел Смирнов,True,СДЭК,1151,16,154,2,0.06,0,0,0,,,
TXN-901348566,2025-07-01T11:51:19.253608Z,PS-GAME-02,Final Fantasy XVI,games,FF16,4975,RUB,card,0,524130,3793,RU,True,1,Sberbank,USER-347652,виктор.gamer2007@mail.ru,mail.ru,2025-09-08,+79266919586,True,6,0,241.114.59.146,RU,Москва,False,False,False,device_fpr_57967799,macOS,Firefox 104,False,courier,"Москва, ул. Молодежная, д. 59, кв. 124",True,"Москва, ул. Молодежная, д. 59, кв. 124",True,Москва,Виктор Лебедев,True,DPD,957,4,264,1,0.19,1,0,0,,,
TXN-685614087,2025-05-29T02:51:19.174388Z,HEADSET-01,PlayStation 5 Headset,accessories,PS5-HS,8301,RUB,card,0,538012,4926,RU,True,1,Raiffeisenbank,USER-654399,юрий.gamer2001@mail.ru,mail.ru,2024-07-30,+79863320484,True,7,0,249.86.42.129,RU,Пермь,False,False,False,device_fpr_51164396,Windows,Firefox 118,False,pickup,"Пермь, ул. Прямая, д. 152, кв. 17",True,"Пермь, ул. Прямая, д. 152, кв. 17",True,Пермь,Андрей Федоров,True,DPD,1728,7,261,2,0.14,2,3,0,,,
TXN-402662113,2025-09-04T01:51:19.245452Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3993,RUB,card,0,427650,5477,RU,True,1,Raiffeisenbank,USER-778756,константин.gamer2009@mail.ru,mail.ru,2023-06-09,+79374335705,True,18,0,73.223.122.53,RU,Воронеж,False,False,False,device_fpr_78710071,Android,Safari 105,False,pickup,"Воронеж, ул. Первомайная, д. 78, кв. 92",True,"Воронеж, ул. Первомайная, д. 78, кв. 92",True,Воронеж,Сергей Петров,True,СДЭК,1269,11,282,1,0.25,2,2,0,,,
TXN-794873032,2025-11-14T15:51:19.311233Z,DUALSE-01,DualSense Wireless Controller,accessories,DUALSE-WH,8094,RUB,card,1,427650,3954,RU,True,2,Sberbank,USER-901292,дмитрий.gamer2005@mail.ru,mail.ru,2023-09-08,+79059422719,True,19,0,167.194.132.193,RU,Краснодар,False,False,False,device_fpr_64810791,iOS,Edge 108,False,courier,"Краснодар, ул. Пушкина, д. 106, кв. 69",True,"Краснодар, ул. Пушкина, д. 106, кв. 69",True,Краснодар,Андрей Волков,True,Боксберри,666,6,106,1,0.28,1,6,0,,,
TXN-656588767,2025-08-03T07:51:19.345974Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,507,RUB,card,0,546955,6156,RU,True,1,TinkoffPay,USER-152320,сергей.gamer2003@mail.ru,mail.ru,2024-04-21,+79391740079,True,1,0,19.90.136.69,RU,Екатеринбург,False,False,False,device_fpr_77441924,macOS,Firefox 118,False,pickup,"Екатеринбург, ул. Советская, д. 158, кв. 48",True,"Екатеринбург, ул. Советская, д. 158, кв. 48",True,Екатеринбург,Сергей Сидоров,True,СДЭК,683,19,285,1,0.1,0,6,0,,,
TXN-956589726,2025-08-23T19:51:19.300551Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3920,RUB,card,0,427650,3258,RU,True,1,Sberbank,USER-935669,андрей.gamer1998@mail.ru,mail.ru,2024-08-02,+79472613955,True,0,0,220.197.46.228,RU,Волгоград,False,False,False,device_fpr_99164532,Windows,Chrome 110,False,courier,"Волгоград, ул. Центральная, д. 5, кв. 24",True,"Волгоград, ул. Центральная, д. 5, кв. 24",True,Волгоград,Павел Сидоров,True,Яндекс.Доставка,746,5,290,2,0.23,1,5,0,,,
TXN-391822548,2025-08-27T18:51:19.159515Z,CHARGING-01,Charging Stand for DualSense,accessories,CHARGE-DUAL,2373,RUB,card,0,554395,9820,RU,True,1,Raiffeisenbank,USER-304615,андрей.gamer2007@mail.ru,mail.ru,2023-07-18,+79867691409,True,19,0,167.226.145.187,RU,Ростов-на-Дону,False,False,False,device_fpr_80503913,iOS,Edge 106,False,pickup,"Ростов-на-Дону, ул. Лермонтова, д. 17, кв. 14",True,"Ростов-на-Дону, ул. Лермонтова, д. 17, кв. 14",True,Ростов-на-Дону,Сергей Орлов,True,Яндекс.Доставка,1242,11,137,2,0.14,2,4,0,,,
TXN-513697774,2025-06-18T19:51:19.181967Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,4099,RUB,card,0,524130,4808,RU,True,1,Sberbank,USER-507592,иван.gamer1996@mail.ru,mail.ru,2023-03-08,+79289241353,True,10,0,205.9.141.210,RU,Омск,False,False,False,device_fpr_69576882,Linux,Firefox 108,False,courier,"Омск, ул. Комсомольская, д. 121, кв. 39",True,"Омск, ул. Комсомольская, д. 121, кв. 39",True,Омск,Петр Орлов,True,Боксберри,1623,6,113,2,0.04,1,4,0,,,
TXN-946372929,2025-08-23T08:51:19.332085Z,DUALSE-01,DualSense Wireless Controller,accessories,DUALSE-WH,8612,RUB,card,1,429649,4742,RU,True,1,TinkoffPay,USER-338340,петр.gamer1996@mail.ru,mail.ru,2025-07-18,+79903998811,True,19,0,68.127.76.24,RU,Казань,False,False,False,device_fpr_44418428,macOS,Edge 115,False,courier,"Казань, ул. Горького, д. 176, кв. 119",True,"Казань, ул. Горького, д. 176, кв. 119",True,Казань,Дмитрий Соловьев,True,Боксберри,792,13,65,2,0.01,1,0,0,,,
TXN-356711919,2025-08-10T14:51:19.245937Z,HEADSET-01,PlayStation 5 Headset,accessories,PS5-HS,8023,RUB,card,0,554395,8986,RU,True,1,Yandex.Kassa,USER-869362,петр.gamer2004@mail.ru,mail.ru,2023-02-09,+79094036773,True,8,0,83.29.4.119,RU,Москва,False,False,False,device_fpr_14773598,macOS,Firefox 106,False,pickup,"Москва, ул. Октябрьская, д. 31, кв. 23",True,"Москва, ул. Октябрьская, д. 31, кв. 23",True,Москва,Николай Петров,True,Яндекс.Доставка,1643,16,35,2,0.23,2,2,0,,,
